id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	kingdom	phylum	class	order	family	genus	species	file
Bacteroides_timonensis_AP1	Bacteroides timonensis AP1		Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	852	1212	985	chenry	04/15/16	1203465	Kbase	kb|g.207957	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides timonensis	agora/Bacteroides_timonensis_AP1.xml
Bacteroides_uniformis_ATCC_8492	Bacteroides uniformis ATCC 8492	Bacteroides uniformis ATCC 8492 (411479.10)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	851	1196	962	Ines Thiele	04/20/12	411479	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	agora/Bacteroides_uniformis_ATCC_8492.xml
Bacteroides_ureolyticus_DSM_20703	Bacteroides ureolyticus DSM 20703	Bacteroides ureolyticus DSM 20703 (1121102.3)	Aerobe	Non-fermentative, respiratory	Negative		534	941	791	Laura Kutt	04/18/16	1121102	Kbase	kb|g.29563	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus	agora/Bacteroides_ureolyticus_DSM_20703.xml
Bacteroides_vulgatus_ATCC_8482	Bacteroides vulgatus ATCC 8482	Bacteroides vulgatus ATCC 8482 (435590.9)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	884	2474	1395	Eugen Bauer	08/03/14	435590	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales family	Phocaeicola	Phocaeicola vulgatus	agora/Bacteroides_vulgatus_ATCC_8482.xml
Bacteroides_xylanisolvens_SD_CC_1b	Bacteroides xylanisolvens SD CC 1b	Bacteroides xylanisolvens SD CC 1b (702447.3)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	843	2278	1305	Ines Thiele	06/29/12	702447	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	agora/Bacteroides_xylanisolvens_SD_CC_1b.xml
Bacteroides_xylanisolvens_XB1A	Bacteroides xylanisolvens XB1A	Bacteroides xylanisolvens XB1A (657309.4)	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	828	2297	1291	Ines Thiele	04/20/12	657309	Kbase		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	agora/Bacteroides_xylanisolvens_XB1A.xml
Barnesiella_intestinihominis_YIT_11860	Barnesiella intestinihominis YIT 11860	Barnesiella intestinihominis YIT 11860 (742726.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	622	2235	1282	chenry	09/10/14	742726	Kbase	kb|g.27473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	agora/Barnesiella_intestinihominis_YIT_11860.xml
Bartonella_quintana_Toulouse	Bartonella quintana Toulouse	Bartonella quintana str. Toulouse (283165.4)	Aerobe	Strictly respiratory, asaccharolytic	Negative	Pathogen	455	894	753	Eugen Bauer	08/03/14	283165	Kbase		Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella quintana	agora/Bartonella_quintana_Toulouse.xml
Bifidobacterium_adolescentis_ATCC_15703	Bifidobacterium adolescentis ATCC 15703	Bifidobacterium adolescentis ATCC 15703 (367928.6)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	538	1129	872	Eugen Bauer	08/03/14	367928	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	agora/Bifidobacterium_adolescentis_ATCC_15703.xml
Bifidobacterium_angulatum_DSM_20098	Bifidobacterium angulatum DSM 20098	Bifidobacterium angulatum DSM 20098 = JCM 7096 (518635.7)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	519	923	732	Ines Thiele	06/29/12	518635	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	agora/Bifidobacterium_angulatum_DSM_20098.xml
Bifidobacterium_animalis_lactis_AD011	Bifidobacterium animalis lactis AD011	Bifidobacterium animalis subsp. lactis AD011 (442563.4)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	466	1476	959	Ines Thiele	06/29/12	442563	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	agora/Bifidobacterium_animalis_lactis_AD011.xml
Bifidobacterium_animalis_lactis_BB_12	Bifidobacterium animalis lactis BB-12	Bifidobacterium animalis subsp. lactis BB-12 (552531.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	499	979	764	Eugen Bauer	08/03/14	552531	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	agora/Bifidobacterium_animalis_lactis_BB_12.xml
Bifidobacterium_animalis_lactis_Bi_07	Bifidobacterium animalis lactis Bi-07	Bifidobacterium animalis subsp. lactis Bi-07 (742729.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	487	1008	793	Eugen Bauer	08/03/14	742729	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	agora/Bifidobacterium_animalis_lactis_Bi_07.xml
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219	Bifidobacterium animalis lactis Bl-04, ATCC SD5219	Bifidobacterium animalis subsp. lactis Bl-04 (580050.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	487	956	755	Eugen Bauer	08/03/14	580050	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	agora/Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml
Bifidobacterium_animalis_lactis_CNCM_I_2494	Bifidobacterium animalis lactis CNCM I-2494	Bifidobacterium animalis subsp. lactis CNCM I-2494 (1042403.4)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	486	1003	783	Eugen Bauer	08/03/14	1042403	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	agora/Bifidobacterium_animalis_lactis_CNCM_I_2494.xml
Bifidobacterium_animalis_lactis_DSM_10140	Bifidobacterium animalis lactis DSM 10140	Bifidobacterium animalis subsp. lactis DSM 10140 (555970.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	488	956	755	Eugen Bauer	08/03/14	302911	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	agora/Bifidobacterium_animalis_lactis_DSM_10140.xml
Bifidobacterium_animalis_lactis_V9	Bifidobacterium animalis lactis V9	Bifidobacterium animalis subsp. lactis V9 (573236.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	489	956	755	Eugen Bauer	08/03/14	573236	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	agora/Bifidobacterium_animalis_lactis_V9.xml
Bifidobacterium_bifidum_BGN4	Bifidobacterium bifidum BGN4	Bifidobacterium bifidum BGN4 (484020.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	505	1041	831	Eugen Bauer	08/03/14	484020	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	agora/Bifidobacterium_bifidum_BGN4.xml
Bifidobacterium_bifidum_NCIMB_41171	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium bifidum NCIMB 41171 (398513.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	511	2050	1113	Ines Thiele	06/29/12	398513	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	agora/Bifidobacterium_bifidum_NCIMB_41171.xml
Bifidobacterium_bifidum_PRL2010	Bifidobacterium bifidum PRL2010	Bifidobacterium bifidum PRL2010 (702459.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	508	1128	875	Eugen Bauer	08/03/14	702459	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	agora/Bifidobacterium_bifidum_PRL2010.xml
Bifidobacterium_bifidum_S17	Bifidobacterium bifidum S17	Bifidobacterium bifidum S17 (883062.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	502	1040	836	Eugen Bauer	08/03/14	883062	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	agora/Bifidobacterium_bifidum_S17.xml
Bifidobacterium_boum_DSM_20432	Bifidobacterium boum DSM 20432		Facultative anaerobe, air+CO2	Saccharolytic, fermentative	Positive	Probiotic	516	1147	899	chenry	04/15/16	1410645	Kbase	kb|g.239935	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium boum	agora/Bifidobacterium_boum_DSM_20432.xml
Bifidobacterium_breve_HPH0326	Bifidobacterium breve HPH0326	Bifidobacterium breve HPH0326 (1203540.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	608	1987	1212	Eugen Bauer	09/03/14	1203540	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	agora/Bifidobacterium_breve_HPH0326.xml
Bifidobacterium_breve_UCC2003_NCIMB8807	Bifidobacterium breve UCC2003 (NCIMB8807)	Bifidobacterium breve UCC2003 (326426.4)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	551	1144	869	Eugen Bauer	08/03/14	326426	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	agora/Bifidobacterium_breve_UCC2003_NCIMB8807.xml
Bifidobacterium_catenulatum_DSM_16992	Bifidobacterium catenulatum DSM 16992	Bifidobacterium catenulatum DSM 16992 = JCM 1194 (566552.6)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	521	861	697	Ines Thiele	04/20/12	566552	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	agora/Bifidobacterium_catenulatum_DSM_16992.xml
Bifidobacterium_coryneforme_DSM_20216	Bifidobacterium coryneforme DSM 20216		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	467	1077	854	chenry	04/15/16	1437599	Kbase	kb|g.244860	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium coryneforme	agora/Bifidobacterium_coryneforme_DSM_20216.xml
Bifidobacterium_dentium_ATCC_27678	Bifidobacterium dentium ATCC 27678	Bifidobacterium dentium ATCC 27678 (473819.7)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	601	1060	844	Eugen Bauer	09/03/14	473819	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	agora/Bifidobacterium_dentium_ATCC_27678.xml
Bifidobacterium_gallicum_DSM_20093	Bifidobacterium gallicum DSM 20093	Bifidobacterium gallicum DSM 20093 (561180.4)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	477	1523	1002	Ines Thiele	08/06/12	561180	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium gallicum	agora/Bifidobacterium_gallicum_DSM_20093.xml
Bifidobacterium_kashiwanohense_DSM_21854	Bifidobacterium kashiwanohense DSM 21854		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	559	1137	897	chenry	04/15/16	1150460	Kbase	kb|g.239945	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	agora/Bifidobacterium_kashiwanohense_DSM_21854.xml
Bifidobacterium_longum_DJO10A	Bifidobacterium longum DJO10A	Bifidobacterium longum DJO10A (Prj:321) (205913.11)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	528	1061	847	Eugen Bauer	09/03/14	205913	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_DJO10A.xml
Bifidobacterium_longum_E18	Bifidobacterium longum E18	Bifidobacterium longum subsp. infantis 157F (565040.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	560	2029	1292	Eugen Bauer	08/03/14	1322347	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_E18.xml
Bifidobacterium_longum_infantis_157F_NC	Bifidobacterium longum infantis 157F-NC	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 (391904.8)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	519	903	740	Ines Thiele	06/25/12	565040	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_infantis_157F_NC.xml
Bifidobacterium_longum_infantis_ATCC_15697	Bifidobacterium longum infantis ATCC 15697		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	540	969	758	Ines Thiele	06/29/12	1682	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_infantis_ATCC_15697.xml
Bifidobacterium_longum_longum_ATCC_55813	Bifidobacterium longum longum ATCC 55813	Bifidobacterium longum subsp. infantis ATCC 55813 (548480.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	529	890	729	Eugen Bauer	08/03/14	548480	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_longum_ATCC_55813.xml
Bifidobacterium_longum_longum_BBMN68	Bifidobacterium longum longum BBMN68	Bifidobacterium longum subsp. longum BBMN68 (890402.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	534	1078	866	Ines Thiele	04/20/12	890402	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_longum_BBMN68.xml
Bifidobacterium_longum_longum_CCUG_52486	Bifidobacterium longum longum CCUG 52486	Bifidobacterium longum subsp. infantis CCUG 52486 (537937.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	533	1858	1148	Eugen Bauer	08/03/14	537937	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_longum_CCUG_52486.xml
Bifidobacterium_longum_longum_JCM_1217	Bifidobacterium longum longum JCM 1217	Bifidobacterium longum subsp. longum JCM 1217 (565042.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	554	2042	1276	Eugen Bauer	08/03/14	565042	Kbase		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_longum_JCM_1217.xml
Bifidobacterium_longum_longum_JDM301	Bifidobacterium longum longum JDM301	Bifidobacterium longum subsp. longum JDM301 (759350.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	550	1093	872	Ines Thiele	06/25/12	759350	ModelSEED		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_longum_JDM301.xml
Bifidobacterium_longum_NCC2705	Bifidobacterium longum NCC2705	Bifidobacterium longum NCC2705 (206672.9)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	514	884	737	Ines Thiele	06/29/12	206672	ModelSEED		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	agora/Bifidobacterium_longum_NCC2705.xml
Bifidobacterium_mongoliense_DSM_21395	Bifidobacterium mongoliense DSM 21395		Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	552	1179	930	chenry	04/15/16	1437603	ModelSEED	kb|g.239961	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium mongoliense	agora/Bifidobacterium_mongoliense_DSM_21395.xml
Bifidobacterium_pseudocatenulatum_DSM_20438	Bifidobacterium pseudocatenulatum DSM 20438	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 (547043.8)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	539	885	729	Ines Thiele	04/20/12	547043	ModelSEED		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	agora/Bifidobacterium_pseudocatenulatum_DSM_20438.xml
Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099	Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	469	1097	874	chenry	04/15/16	1437595	Kbase	kb|g.239965	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum	agora/Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml
Bifidobacterium_ruminantium_DSM_6489	Bifidobacterium ruminantium DSM 6489		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	527	1117	895	chenry	04/15/16	1410647	Kbase	kb|g.239970	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium ruminantium	agora/Bifidobacterium_ruminantium_DSM_6489.xml
Bifidobacterium_scardovii_JCM_12489	Bifidobacterium scardovii JCM 12489 = DSM 13734		Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	667	1207	942	chenry	04/15/16	1150461	ModelSEED	kb|g.239975	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium scardovii	agora/Bifidobacterium_scardovii_JCM_12489.xml
Bifidobacterium_stercoris_DSM_24849	Bifidobacterium stercoris DSM 24849		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	525	1064	860	chenry	04/15/16	1437612	ModelSEED	kb|g.239977	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	agora/Bifidobacterium_stercoris_DSM_24849.xml
Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837	Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	529	1131	894	chenry	04/15/16	1121111	ModelSEED	kb|g.239981	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermacidophilum	agora/Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml
Bifidobacterium_thermophilum_RBL67	Bifidobacterium thermophilum RBL67	Bifidobacterium thermophilum RBL67 (1254439.12)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	584	1194	912	chenry	04/15/16	1254439	ModelSEED	kb|g.31452	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum	agora/Bifidobacterium_thermophilum_RBL67.xml
Bilophila_wadsworthia_3_1_6	Bilophila wadsworthia 3_1_6	Bilophila wadsworthia 3_1_6 (563192.3)	Obligate anaerobe	Only anaerobic respiration, nonfermentative, asaccharolytic	Negative	Commensal	819	1386	1081	Ines Thiele	06/29/12	563192	ModelSEED		Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	agora/Bilophila_wadsworthia_3_1_6.xml
Blastococcus_massiliensis_AP3	Blastococcus massiliensis AP3		Aerobe	Uncharacterized	Positive	Uncharacterized	805	1324	1048	chenry	04/15/16	1211815	ModelSEED	kb|g.208017	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	Candidatus Blastococcus massiliensis	agora/Blastococcus_massiliensis_AP3.xml
Blautia_hansenii_VPI_C7_24_DSM_20583	Blautia hansenii VPI C7-24, DSM 20583	Blautia hansenii DSM 20583 (537007.6)	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	633	2055	1191	Ines Thiele	04/20/12	537007	ModelSEED		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	agora/Blautia_hansenii_VPI_C7_24_DSM_20583.xml
Blautia_hydrogenotrophica_DSM_10507	Blautia hydrogenotrophica DSM 10507	Blautia hydrogenotrophica DSM 10507 (476272.5)	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	827	1637	1177	Ines Thiele	08/06/12	476272	ModelSEED		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	agora/Blautia_hydrogenotrophica_DSM_10507.xml
Blautia_obeum_ATCC_29174	Blautia obeum ATCC 29174		Obligate anaerobe	Saccharolytic, fermentative	Positive		748	1225	968	Laura Kutt	04/18/16	411459	ModelSEED	kb|g.1354	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	agora/Blautia_obeum_ATCC_29174.xml
Blautia_producta_DSM_2950	Blautia producta DSM 2950		Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	1023	1235	966	chenry	09/10/14	1121114	ModelSEED	kb|g.29565	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	agora/Blautia_producta_DSM_2950.xml
Blautia_wexlerae_DSM_19850	Blautia wexlerae DSM 19850		Obligate anaerobe	Saccharolytic, fermentative	Positive		855	1249	1006	Laura Kutt	04/18/16	1121115	Kbase	kb|g.207068	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia wexlerae	agora/Blautia_wexlerae_DSM_19850.xml
Bordetella_hinzii_OH87_BAL007II	Bordetella hinzii OH87 BAL007II		Aerobe	Respiratory	Negative		1236	1557	1157	Laura Kutt	04/18/16	1331262	Kbase	kb|g.240068	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella hinzii	agora/Bordetella_hinzii_OH87_BAL007II.xml
Brachybacterium_paraconglomeratum_LC44	Brachybacterium paraconglomeratum LC44	Brachybacterium paraconglomeratum LC44 (1064537.3)	Aerobe, microaerophile	Saccharolytic	Positive	Commensal	909	1413	1061	chenry	04/15/16	1064537	ModelSEED	kb|g.23654	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium paraconglomeratum	agora/Brachybacterium_paraconglomeratum_LC44.xml
Brachyspira_pilosicoli_B2904	Brachyspira pilosicoli B2904	Brachyspira pilosicoli B2904 (1133568.3)	Obligate anaerobe	Saccharolytic	Negative		725	1195	949	Laura Kutt	04/19/16	1133568	ModelSEED	kb|g.24488	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli	agora/Brachyspira_pilosicoli_B2904.xml
Bradyrhizobium_elkanii_USDA_76	Bradyrhizobium elkanii USDA 76	Bradyrhizobium elkanii USDA 76 (398525.3)	Obligate aerobe	Respiratory	Negative		1738	1621	1229	Laura Kutt	04/18/16	398525	Kbase	kb|g.32186	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium elkanii	agora/Bradyrhizobium_elkanii_USDA_76.xml
Bradyrhizobium_japonicum_USDA_6	Bradyrhizobium japonicum USDA 6	Bradyrhizobium japonicum USDA 6 (1037409.3)	Obligate aerobe	Respiratory	Negative		1700	1634	1220			1037409	Kbase	kb|g.23376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	agora/Bradyrhizobium_japonicum_USDA_6.xml
Brevibacillus_agri_5_2	Brevibacillus agri 5-2		Aerobe	Saccharolytic	Variable		1207	1615	1179	Laura Kutt	04/18/16	1444307	ModelSEED	kb|g.240096	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus agri	agora/Brevibacillus_agri_5_2.xml
Brevibacillus_agri_BAB_2500	Brevibacillus agri BAB-2500	Brevibacillus agri BAB-2500 (1246477.3)	Aerobe	Saccharolytic	Variable		1256	1579	1153	Laura Kutt	05/29/16	1246477	ModelSEED	kb|g.25856	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus agri	agora/Brevibacillus_agri_BAB_2500.xml
Brevibacillus_borstelensis_AK1	Brevibacillus borstelensis AK1	Brevibacillus borstelensis AK1 (1300222.3)	Aerobe	Saccharolytic	Variable		1193	1540	1139	Laura Kutt	04/18/16	1300222	ModelSEED	kb|g.31926	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus borstelensis	agora/Brevibacillus_borstelensis_AK1.xml
Brevibacillus_brevis_NBRC_100599	Brevibacillus brevis NBRC 100599	Brevibacillus brevis NBRC 100599 (358681.3)	Aerobe	Saccharolytic	Variable		1210	1603	1163	Laura Kutt	04/18/16	358681	ModelSEED	kb|g.1051	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis	agora/Brevibacillus_brevis_NBRC_100599.xml
Brevibacterium_casei_S18	Brevibacterium casei S18	Brevibacterium casei S18 (1229781.4)	Aerobe	Respiratory, non fermentative	Positive	Pathogen	920	1434	1091	chenry	04/15/16	1229781	ModelSEED	kb|g.25726	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium casei	agora/Brevibacterium_casei_S18.xml
